id,name,instructions,description,ingredients,cuisine,warmth,tags,prep_time,cook_time,total_time,image_url,ingredient_names
318,Granola z orzecha tygrysiego,"1. Rozgrzej piekarnik do 180C.
2. Połącz w misce orzechy tygrysie, płatki kokosowe, suszone owoce i miód.
3. Mieszaj aż do całkowitego pokrycia.
4. Rozłóż równą warstwą na dużej blasze do pieczenia i włóż do piekarnika na 6-7 minut.
5. Wyjmij blachę z piekarnika i odstaw do całkowitego wystygnięcia. Przechowuj w szczelnie zamkniętym pojemniku.","Granolę z orzecha tygrysiego można przygotować <b>w około 10 minut</b>. Ten bezglutenowy, bezmleczny, paleolityczny i wegetariański przepis na lakto ovo przeznaczony jest dla 4 osób i kosztuje <b>4,09 USD za porcję</b>. Jedna porcja zawiera <b>292 kalorie</b>, <b>3 g białka</b> i <b>16 g tłuszczu</b>. 1 osoba przygotowała ten przepis i zrobi go jeszcze raz. Świetnie sprawdza się jako śniadanie. Jest dostarczany przez Foodista. Jeśli masz pod ręką płatki kokosowe, owoce, orzechy tygrysie i kilka innych składników, możesz to zrobić. Wszystko","[{""name"": ""płatki kokosowe"", ""unit"": ""g"", ""amount"": 28.35}, {""name"": ""owoc"", ""unit"": ""g"", ""amount"": 56.699}, {""name"": ""miód"", ""unit"": ""łyżka"", ""amount"": 1}, {""name"": ""orzechy tygrysie"", ""unit"": ""g"", ""amount"": 170.097}]",Międzynarodowa,True,"[""dairy free"",""primal"",""paleolithic"",""breakfast"",""brunch"",""gluten free"",""morning meal"",""lacto ovo vegetarian""]",,,10,https://img.spoonacular.com/recipes/1096269-312x231.jpg,"['orzechy tygrysie', 'miód', 'owoc', 'płatki kokosowe']"
319,Ciasteczka Kringle z Melasa,"1. Najpierw utrzyj tłuszcz/masło z brązowym cukrem. Następnie dodaj melasę, jajko, mąkę, sodę oczyszczoną, sól i przyprawę.
2. Dobrze wymieszaj. Weź małą miskę i dodaj do niej około 1/4 szklanki białego cukru. Chwyć ciasto za pomocą czubatych łyżek i zwiń je w kulkę.
3. Obtocz kulkę w białym cukrze, połóż ją na blasze i rozgnieć widelcem. Powtórz tę czynność z resztą ciasta. Włóż ciasteczka do piekarnika nagrzanego na 350 stopni na 9 do 11 minut. Gdy ciasteczka ostygną, wymieszaj cukier puder, wanilię i mleko. Łyżką polej każde ciasteczko i poczekaj, aż stwardnieje.","Przepis na ciasteczka Kringle z melasą można przygotować <b>w około 30 minut</b>. Ten przepis jest przeznaczony dla 24 osób i kosztuje 21 centów za porcję. Jedna porcja zawiera <b>217 kalorii</b>, <b>3 g białka</b> i <b>6 g tłuszczu</b>. 1 osoba była zadowolona, ​​że ​​wypróbowała ten przepis. Jest to dobra opcja, jeśli stosujesz dietę <b>lakto ovo wegetariańską</b>. Jeśli masz pod ręką tłuszcz piekarski, cukier, mąkę i kilka innych składników, możesz to zrobić. Jest dostarczany przez Foodista. Tylko nielicznym osobom naprawdę się podobało","[{""name"": ""soda oczyszczona"", ""unit"": ""łyżeczki"", ""amount"": 2}, {""name"": ""brązowy cukier"", ""unit"": ""g"", ""amount"": 220}, {""name"": ""cynamon"", ""unit"": ""łyżeczka"", ""amount"": 1}, {""name"": ""goździki"", ""unit"": ""łyżeczki"", ""amount"": 0.5}, {""name"": ""jajko"", ""unit"": """", ""amount"": 1}, {""name"": ""mąka"", ""unit"": ""g"", ""amount"": 656.25}, {""name"": ""imbir"", ""unit"": ""łyżeczka"", ""amount"": 1}, {""name"": ""mleko"", ""unit"": ""łyżka"", ""amount"": 1}, {""name"": ""melasa"", ""unit"": ""ml"", ""amount"": 84.25}, {""name"": ""cukier puder"", ""unit"": ""g"", ""amount"": 60}, {""name"": ""sól"", ""unit"": ""łyżeczki"", ""amount"": 0.125}, {""name"": ""tłuszcz piekarski"", ""unit"": ""g"", ""amount"": 170.25}, {""name"": ""cukier"", ""unit"": ""g"", ""amount"": 50}, {""name"": ""wanilia"", ""unit"": ""łyżeczka"", ""amount"": 1}]",Międzynarodowa,True,"[""dessert"",""lacto ovo vegetarian""]",,,30,https://img.spoonacular.com/recipes/645146-312x231.jpg,"['wanilia', 'mleko', 'tłuszcz piekarski', 'imbir', 'soda oczyszczona', 'sól', 'goździki', 'cukier', 'brązowy cukier', 'melasa', 'cynamon', 'jajko', 'mąka', 'cukier puder']"
320,Pikantne Naleśniki Dyniowe,"1. Połącz wszystkie suche składniki w dużej misce (mąkę, cukier, proszek do pieczenia, sodę oczyszczoną i przyprawy).
2. Dobrze wymieszaj.
3. Połącz wszystkie mokre składniki w misce i wymieszaj, aż jajko i olej zostaną dobrze wymieszane.
4. Dodaj mokre składniki do suchych i wymieszaj, aż się połączą. Rozgrzej patelnię z powłoką nieprzywierającą i posmaruj ją sprayem zapobiegającym przywieraniu.
5. Wlać ciasto na patelnię, używając bardzo niewielkiej 1/4 szklanki ciasta na każdy naleśnik. Smaż naleśniki po 2-3 minuty z każdej strony lub do momentu, aż będą ładnie rumiane i całkowicie ugotowane w środku.","Przyprawione naleśniki dyniowe mogą być właśnie przepisem na <b>lakto ovo wegetariańskie</b>, którego szukasz. Ten przepis służy 15 osobom. To śniadanie zawiera <b>105 kalorii</b>, <b>3 g białka</b> i <b>2 g tłuszczu</b> na porcję. Za <b>21 centów za porcję</b> ten przepis <b>pokrywa 4%</b> Twojego dziennego zapotrzebowania na witaminy i minerały. Udaj się do sklepu i kup puree z dyni, zmielone ziele angielskie, mleko i kilka innych rzeczy, które przygotujesz dzisiaj. Tylko kilka osób przygotowało ten przepis i 1 by to powiedziała","[{""name"": ""proszek do pieczenia"", ""unit"": ""łyżeczki"", ""amount"": 2}, {""name"": ""soda oczyszczona"", ""unit"": ""łyżeczki"", ""amount"": 2}, {""name"": ""brązowy cukier"", ""unit"": ""g"", ""amount"": 110}, {""name"": ""cynamon"", ""unit"": ""łyżeczki"", ""amount"": 2}, {""name"": ""jajko"", ""unit"": """", ""amount"": 1}, {""name"": ""mielone ziele angielskie"", ""unit"": ""łyżeczki"", ""amount"": 0.125}, {""name"": ""mielony imbir"", ""unit"": ""łyżeczki"", ""amount"": 0.25}, {""name"": ""mielona gałka muszkatołowa"", ""unit"": ""łyżeczki"", ""amount"": 0.25}, {""name"": ""puree z dyni"", ""unit"": ""g"", ""amount"": 245}, {""name"": ""olej roślinny"", ""unit"": ""łyżka"", ""amount"": 1}, {""name"": ""ocet"", ""unit"": ""łyżki"", ""amount"": 2}, {""name"": ""mąka"", ""unit"": ""g"", ""amount"": 240}, {""name"": ""mleko"", ""unit"": ""ml"", ""amount"": 122}]",Międzynarodowa,True,"[""breakfast"",""brunch"",""morning meal"",""lacto ovo vegetarian""]",,,30,https://img.spoonacular.com/recipes/660985-312x231.jpg,"['proszek do pieczenia', 'mielona gałka muszkatołowa', 'ocet', 'mleko', 'soda oczyszczona', 'mielony imbir', 'brązowy cukier', 'olej roślinny', 'cynamon', 'jajko', 'mąka', 'puree z dyni', 'mielone ziele angielskie']"
321,Mrożone ciasteczka owsiane,"1. Rozgrzej piekarnik do 350 stopni i przygotuj blachę do pieczenia posmarowaną powłoką zapobiegającą przywieraniu. Za pomocą robota kuchennego rozdrobnij płatki owsiane kilka razy. Pamiętaj, aby nie robić tego za dużo, aby uniknąć zamiany ciasta na mąkę. W średniej misce wymieszaj płatki owsiane, mąkę, proszek do pieczenia, sodę oczyszczoną, sól, cynamon i gałkę muszkatołową. Odłóż na bok. W dużej misce wymieszaj masło i cukier, aż masa będzie jasna i puszysta.
2. Dodaj jajka i mieszaj, aż składniki się dobrze połączą. Powoli dodawaj suchą mieszankę, dobrze mieszając, aż wszystko zostanie dodane i dobrze połączone. Nabierz dwie łyżki ciasta, uformuj kulę i połóż na blaszce, aż wykorzystasz całe ciasto. Pamiętaj, aby umieścić ciasto w odległości dwóch cali.
3. Piecz 10-12 minut. Przed wyjęciem ciastek z blaszki odczekaj około 5 minut, aby wystygły - po wyjęciu z piekarnika urosną i nieco spłaszczą się. Po wystudzeniu przygotuj lukier mieszając cukier puder z dwiema łyżkami mleka. Powoli dodawaj więcej mleka, aż uzyskasz pożądaną konsystencję. Lekko zanurz każde ciasteczko stroną do dołu w lukrze, aby lukier spłynął w szczeliny ciasteczek. Ostudzić ciasteczka na kratce, aby lukier stwardniał.
4. Podawaj i ciesz się!","Mrożone ciasteczka owsiane trwają około <b>25 minut</b> od początku do końca. Ten przepis jest przeznaczony dla 18 osób i kosztuje 32 centy za porcję. Jedna porcja tego dania zawiera około <b>3 g białka</b>, <b>12 g tłuszczu</b> i łącznie <b>305 kalorii</b>. Niewiele osób tak naprawdę lubiło ten deser. Ten przepis z Pink When wymaga mąki uniwersalnej, ekstraktu waniliowego, sody oczyszczonej i brązowego cukru. Ten przepis przypadł do gustu 1 smakoszom i kucharzom. Jest to dobra opcja, jeśli stosujesz lakto","[{""name"": ""mąka uniwersalna"", ""unit"": ""g"", ""amount"": 250}, {""name"": ""proszek do pieczenia"", ""unit"": ""łyżka"", ""amount"": 1}, {""name"": ""soda oczyszczona"", ""unit"": ""łyżeczki"", ""amount"": 0.5}, {""name"": ""cynamon"", ""unit"": ""łyżeczki"", ""amount"": 2}, {""name"": ""jajka"", ""unit"": """", ""amount"": 2}, {""name"": ""cukier granulowany"", ""unit"": ""g"", ""amount"": 100}, {""name"": ""brązowy cukier"", ""unit"": ""g"", ""amount"": 220}, {""name"": ""mleko"", ""unit"": ""łyżki"", ""amount"": 2}, {""name"": ""gałka muszkatołowa"", ""unit"": ""łyżeczki"", ""amount"": 0.5}, {""name"": ""staromodny owies"", ""unit"": ""g"", ""amount"": 162.162}, {""name"": ""cukier puder"", ""unit"": ""g"", ""amount"": 240}, {""name"": ""sól"", ""unit"": ""łyżeczki"", ""amount"": 0.5}, {""name"": ""masło"", ""unit"": ""g"", ""amount"": 227}, {""name"": ""ekstrakt waniliowy"", ""unit"": ""łyżeczka"", ""amount"": 1}]",Międzynarodowa,True,"[""dessert"",""lacto ovo vegetarian""]",,,25,https://img.spoonacular.com/recipes/1035015-312x231.jpg,"['gałka muszkatołowa', 'mąka uniwersalna', 'proszek do pieczenia', 'staromodny owies', 'mleko', 'soda oczyszczona', 'sól', 'ekstrakt waniliowy', 'masło', 'brązowy cukier', 'cukier granulowany', 'cynamon', 'jajka', 'cukier puder']"
322,Naleśniki Keto o niskiej zawartości węglowodanów,"1. Umieść wszystkie składniki w blenderze, zaczynając od jajek, wody i serka śmietankowego, aby uniknąć przyklejenia się do dna. Miksuj, aż mieszanina będzie gładka, w razie potrzeby od czasu do czasu zeskrobując boki. Odczekaj 2 minuty, aby ciasto odpoczęło. Rozgrzej patelnię z powłoką nieprzywierającą na średnim ogniu.
2. Na patelnię wylewaj od 3 do 4 łyżek ciasta na każdy naleśnik. Gdy zaczną pojawiać się bąbelki, przewróć naleśnik na drugą stronę i smaż, aż będzie rumiany z obu stron. Powtarzaj tę czynność, aż do wykorzystania całego ciasta. Polej naleśniki syropem bez cukru i podawaj. Przygotowujesz 6 naleśników, porcja wielkości 3.","Naleśniki Keto o niskiej zawartości węglowodanów to <b>bezglutenowy, laktoowo-wegetariański i ketogeniczny</b> przepis na 2 porcje. Jedna porcja zawiera <b>405 kalorii</b>, <b>16 g białka</b> i <b>33 g tłuszczu</b>. Za <b>1,89 USD za porcję</b> ten przepis <b>pokrywa 9%</b> Twojego dziennego zapotrzebowania na witaminy i minerały. Najlepiej sprawdza się jako śniadanie, a jego przygotowanie zajmuje około <b>15 minut</b>. Został on dostarczony przez użytkownika łyżki <a href=""/profile/spoonacular_recipes"">spoonacular_recipes</a>. <a href=""https://","[{""name"": ""jajka"", ""unit"": ""duża sztuka"", ""amount"": 2}, {""name"": ""woda"", ""unit"": ""łyżka"", ""amount"": 1}, {""name"": ""ser topiony"", ""unit"": ""g"", ""amount"": 56.699}, {""name"": ""mąka migdałowa"", ""unit"": ""g"", ""amount"": 74.667}, {""name"": ""proszek do pieczenia"", ""unit"": ""łyżeczka"", ""amount"": 1}, {""name"": ""ekstrakt waniliowy"", ""unit"": ""łyżeczki"", ""amount"": 2}, {""name"": ""cynamon"", ""unit"": ""łyżeczki"", ""amount"": 0.5}, {""name"": ""stewia"", ""unit"": ""łyżeczki"", ""amount"": 0.5}, {""name"": ""syrop"", ""unit"": ""porcje"", ""amount"": 2}]",Międzynarodowa,True,"[""breakfast"",""brunch"",""gluten free"",""ketogenic"",""morning meal"",""lacto ovo vegetarian""]",,,15,https://img.spoonacular.com/recipes/1957598-312x231.jpg,"['stewia', 'proszek do pieczenia', 'woda', 'ser topiony', 'mąka migdałowa', 'syrop', 'ekstrakt waniliowy', 'cynamon', 'jajka']"
323,Bezglutenowe muffiny z bazylią cytrynową i niską zawartością węglowodanów,"1. Rozgrzej piekarnik do 180°C. Obierz skórkę i wyciśnij sok z obu cytryn.
2. Wymieszaj mąkę migdałową, proszek do pieczenia i sól. W drugiej misce wymieszaj roztopione masło, wodę, jajka, erytrytol, skórkę z cytryny, sok z cytryny.
3. Połącz ze sobą mokre i suche składniki i dobrze wymieszaj.
4. Dodaj bazylię i dobrze wymieszaj.
5. Przelać masę do natłuszczonej formy na muffinki.
6. Piecz przez 20 do 23 minut, aż będzie twarde. Jedz i ciesz się!","Bezglutenowe muffiny cytrynowo-bazyliowe o niskiej zawartości węglowodanów mogą być dobrym przepisem na poszerzenie repertuaru śniadaniowego. Obserwujesz swoją sylwetkę? Ten bezglutenowy i wegetariański przepis zawiera <b>300 kalorii</b>, <b>9 g białka</b> i <b>28 g tłuszczu</b> na porcję. Ten przepis przeznaczony jest dla 8 osób i kosztuje 1,1 USD za porcję. Ten przepis z Foodista wymaga mąki migdałowej, cytryn, masła i bazylii. 1 osoba przygotowała ten przepis i zrobi go jeszcze raz. Od przygotowania do talerza ten przepis zajmuje około <b>","[{""name"": ""mąka migdałowa"", ""unit"": ""g"", ""amount"": 224}, {""name"": ""proszek do pieczenia"", ""unit"": ""łyżeczki"", ""amount"": 2}, {""name"": ""masło"", ""unit"": ""g"", ""amount"": 113.5}, {""name"": ""jajka"", ""unit"": """", ""amount"": 4}, {""name"": ""erytrytol"", ""unit"": ""ml"", ""amount"": 50}, {""name"": ""woda"", ""unit"": ""ml"", ""amount"": 59.147}, {""name"": ""sól"", ""unit"": ""łyżeczki"", ""amount"": 0.5}, {""name"": ""cytryny"", ""unit"": """", ""amount"": 2}, {""name"": ""bazylia"", ""unit"": ""łyżki"", ""amount"": 2}]",Międzynarodowa,True,"[""breakfast"",""brunch"",""gluten free"",""morning meal"",""lacto ovo vegetarian""]",,,30,https://img.spoonacular.com/recipes/1096200-312x231.jpg,"['proszek do pieczenia', 'woda', 'mąka migdałowa', 'bazylia', 'sól', 'masło', 'cytryny', 'erytrytol', 'jajka']"
324,Baaaardzo pyszne potrójne babeczki czekoladowe,"1. Ciasto na babeczki
2. Rozgrzej piekarnik do 350 ℉.
3. W misce wymieszaj ze sobą wszystkie suche składniki.
4. W osobnej misce lub kuchni
5. Pomóż mikserowi, wymieszaj masło, cukier i jajka. Następnie do miksera dodać pozostałe mokre składniki i wymieszać.
6. Na koniec powoli dodawaj suche składniki do miksera, po jednej trzeciej na raz i mieszaj, aż wszystkie składniki się połączą.
7. Formę do babeczek wyłóż papilotkami i każdą wypełnij ciastem do połowy.
8. Piec przez 20-22 minut lub do momentu, aż wykałaczka będzie sucha.
9. Gotowe babeczki odłóż na kratkę do studzenia i ostudź.
10. Nadzienie Ganache
11. W misce, którą można używać w kuchence mikrofalowej, połam tabliczkę czekolady o pojemności 4 uncji na małe kawałki i ¼ szklanki gęstej śmietanki. Wstaw do kuchenki mikrofalowej w odstępach 15-sekundowych, mieszając między każdym, aż czekolada się rozpuści, a mieszanie ze śmietanką spowoduje powstanie gęstego kremowego sosu czekoladowego.
12. Gdy babeczki ostygną, czubkiem ostrego noża odetnij część górnej części babeczki i włóż w to miejsce nadzienie ganache.
13. Lukier
14. Korzystanie z elektrycznego miksera ręcznego lub kuchni
15. Pomoc miksera, wymieszaj wszystkie składniki. Napełnij rękaw cukierniczy lukrem i udekoruj babeczki.","Przepis na pyszne potrójne babeczki czekoladowe Boo-tifully Delicious jest gotowy <b>w około 30 minut</b> i jest zdecydowanie spektakularną opcją <b>lakto ovo wegetariańską</b> dla miłośników amerykańskiego jedzenia. Ten przepis jest przeznaczony dla 18 osób i kosztuje 81 centów za porcję. This dessert has <b>527 calories</b>, <b>4g of protein</b>, and <b>29g of fat</b> per serving. Udaj się do sklepu i kup kakao w proszku, tabliczkę czekolady, cukier cukierniczy i kilka innych rzeczy, które przygotujesz dzisiaj. Jest dostarczany przez Społy u","[{""name"": ""mąka"", ""unit"": ""g"", ""amount"": 187.5}, {""name"": ""cukier granulowany"", ""unit"": ""g"", ""amount"": 300}, {""name"": ""soda oczyszczona"", ""unit"": ""łyżeczki"", ""amount"": 0.5}, {""name"": ""proszek do pieczenia"", ""unit"": ""łyżeczki"", ""amount"": 2}, {""name"": ""kakao w proszku"", ""unit"": ""g"", ""amount"": 64.5}, {""name"": ""tabliczka czekolady"", ""unit"": ""g"", ""amount"": 56.699}, {""name"": ""masło"", ""unit"": ""łyżki"", ""amount"": 2}, {""name"": ""olej rzepakowy"", ""unit"": ""ml"", ""amount"": 74.667}, {""name"": ""jajka"", ""unit"": """", ""amount"": 2}, {""name"": ""śmietana kremówka"", ""unit"": ""ml"", ""amount"": 238}, {""name"": ""ekstrakt waniliowy"", ""unit"": ""łyżeczka"", ""amount"": 1}, {""name"": ""sól"", ""unit"": ""łyżeczki"", ""amount"": 0.5}, {""name"": ""kawa"", ""unit"": ""ml"", ""amount"": 177.75}, {""name"": ""tabliczka czekolady"", ""unit"": ""g"", ""amount"": 113.398}, {""name"": ""śmietana kremówka"", ""unit"": ""ml"", ""amount"": 59.5}, {""name"": ""masło"", ""unit"": ""g"", ""amount"": 227}, {""name"": ""kakao w proszku"", ""unit"": ""g"", ""amount"": 43}, {""name"": ""cukier cukierniczy"", ""unit"": ""g"", ""amount"": 600}, {""name"": ""śmietana kremówka"", ""unit"": ""ml"", ""amount"": 119}]",amerykański,True,"[""dessert"",""lacto ovo vegetarian""]",,,30,https://img.spoonacular.com/recipes/1697701-312x231.jpg,"['proszek do pieczenia', 'cukier cukierniczy', 'soda oczyszczona', 'kakao w proszku', 'ekstrakt waniliowy', 'tabliczka czekolady', 'masło', 'sól', 'cukier granulowany', 'śmietana kremówka', 'olej rzepakowy', 'jajka', 'mąka', 'kawa']"
325,"Naleśniki z jagodami, czekoladą i kakao – bezglutenowe/paleo/wegańskie","1. Połącz mąkę migdałową, kokosową, tapiokową/ararową, proszek do pieczenia, cukier i sól i dobrze wymieszaj wszystkie składniki przed dodaniem mleka i pasty/ekstraktu, upewniając się, że wszystkie składniki zostały wymieszane na gładkie ciasto. Odstaw na około 10-15 minut.
2. Na patelni/patelni rozgrzej niewielką ilość oleju kokosowego i wlej odpowiednią ilość ciasta na środek patelni. Pozwól, aby ciasto się podsmażyło przez kilka minut (krawędzie ciasta powinny zacząć się rumienić, a wierzch ciasta powinien zacząć tworzyć bąbelki) z jednej strony, a następnie posypać kilkoma jagodami i przewrócić naleśnik na drugą stronę, aby się usmażył. Natychmiast posyp na wierzch część ziaren kakaowca i gorzką czekoladę i kontynuuj dokładne smażenie na kilka minut, a następnie wyjmij naleśnik i odłóż go na bok. Powtarzaj z pozostałym ciastem, aż skończysz.
3. Polej agawą, podziękuj i ciesz się smakiem!","Naleśniki z jagodami, czekoladą i kakao Superfood – bezglutenowe/paleo/wegańskie, od początku do końca zajmuje około <b>30 minut</b>. Ten przepis służy 2 osobom i kosztuje 2,94 USD za porcję. Jedna porcja tego dania zawiera około <b>13 g białka</b>, <b>43 g tłuszczu</b> i łącznie <b>775 kalorii</b>. Ten przepis polubiło 15 smakoszy i kucharzy. Udaj się do sklepu i kup śrutę kakaową, himalajską sól morską, mąkę z tapioki/aranta i kilka innych rzeczy, które przygotujesz dzisiaj. Świetnie sprawdza się jako śniadanie.","[{""name"": ""mąka migdałowa"", ""unit"": ""g"", ""amount"": 56}, {""name"": ""mąka kokosowa"", ""unit"": ""g"", ""amount"": 60}, {""name"": ""mąka z tapioki/aranta"", ""unit"": ""g"", ""amount"": 128}, {""name"": ""mleko roślinne"", ""unit"": ""ml"", ""amount"": 226}, {""name"": ""proszek do pieczenia"", ""unit"": ""łyżeczka"", ""amount"": 1}, {""name"": ""ekstrakt waniliowy"", ""unit"": ""łyżeczka"", ""amount"": 1}, {""name"": ""himalajska sól morska"", ""unit"": ""szczypta"", ""amount"": 1}, {""name"": ""jagody"", ""unit"": ""garść"", ""amount"": 1}, {""name"": ""kruszone ziarno kakaowca"", ""unit"": ""garść"", ""amount"": 1}, {""name"": ""czekolada"", ""unit"": ""garść"", ""amount"": 1}]",Międzynarodowa,True,"[""dairy free"",""vegan"",""primal"",""paleolithic"",""breakfast"",""brunch"",""gluten free"",""fodmap friendly"",""morning meal"",""lacto ovo vegetarian""]",,,30,https://img.spoonacular.com/recipes/1100990-312x231.jpg,"['mąka kokosowa', 'kruszone ziarno kakaowca', 'proszek do pieczenia', 'czekolada', 'mąka z tapioki/aranta', 'mąka migdałowa', 'himalajska sól morska', 'ekstrakt waniliowy', 'mleko roślinne', 'jagody']"
326,Najlepsze puree ziemniaczane,"1. Weź niegotowane czerwone ziemniaki i włóż je do garnka błyskawicznego. Zalać 2 szklankami wody lub więcej w razie potrzeby.
2. Dokładnie załóż pokrywkę, ustaw zawór w pozycji „uszczelnienie”, a następnie ustaw garnek Instant Pot w trybie ręcznym na 8 minut. Po zakończeniu gotowania poczekaj, aż garnek Instant Pot w naturalny sposób zwolni ciśnienie przez 10 minut, a następnie ustaw zawór w pozycji „odpowietrz”. Zawsze przykrywam mój ręcznik ręcznikiem, na wypadek gdyby coś wyskoczyło z pokrywki. Po zwolnieniu ciśnienia wyjmij naczynie wewnętrzne i odsącz nadmiar wody.
3. Ziemniaki włożyć do miski, dodać serek śmietankowy, masło, mleko, śmietanę oraz sól i pieprz. Ziemniaki dokładnie rozgnieść i wszystko dobrze wymieszać.
4. Dodaj posiekaną zieloną cebulę i ponownie wymieszaj.
5. Podawaj od razu lub zachowaj na później.","The Best Puree Ziemniaczane to <b>bezglutenowy i wegetariański dodatek do dań zawierających lakto ovo</b>. Ten przepis przeznaczony jest dla 8 osób i kosztuje 49 centów za porcję. Jedna porcja tego dania zawiera około <b>3 g białka</b>, <b>19 g tłuszczu</b> i łącznie <b>189 kalorii</b>. Udaj się do sklepu i kup ziemniaki, wodę, sól i pieprz oraz kilka innych rzeczy, które przygotujesz dzisiaj. Jest idealny na <b>Święto Dziękczynienia</b>. Od przygotowania do talerza ten przepis zajmuje około <b>20 minut</b>. Niewiele osób","[{""name"": ""masło"", ""unit"": ""stick"", ""amount"": 0.5}, {""name"": ""ser topiony"", ""unit"": ""g"", ""amount"": 226.796}, {""name"": ""zielona cebula"", ""unit"": ""pęczek"", ""amount"": 1}, {""name"": ""mleko"", ""unit"": ""ml"", ""amount"": 122}, {""name"": ""ziemniaki"", ""unit"": ""opakowanie"", ""amount"": 1}, {""name"": ""sól i pieprz"", ""unit"": ""porcje"", ""amount"": 8}, {""name"": ""krem"", ""unit"": ""ml"", ""amount"": 115}, {""name"": ""woda"", ""unit"": ""ml"", ""amount"": 473.176}]",Międzynarodowa,True,"[""gluten free"",""side dish"",""lacto ovo vegetarian""]",,,20,https://img.spoonacular.com/recipes/1022743-312x231.jpg,"['krem', 'woda', 'mleko', 'masło', 'ziemniaki', 'zielona cebula', 'sól i pieprz', 'ser topiony']"
327,Kremowy dressing włoski,"1. Wszystkie składniki włóż do słoika z szczelną pokrywką i potrząsaj, aż dobrze się połączą. Alternatywnie wymieszaj składniki w średniej misce za pomocą trzepaczki. Z tego przepisu wychodzi około 1 1/2 szklanki sosu.","Kremowy sos włoski może być właśnie przepisem <b>bezglutenowym, bezmlecznym i wegetariańskim z dodatkiem lakto ovo</b>, którego szukasz. Ten przepis jest przeznaczony dla 12 osób i kosztuje 27 centów za porcję. Ta przystawka ma <b>34 kalorie</b>, <b>0 g białka</b> i <b>3 g tłuszczu</b> na porcję. To <b>bardzo przystępny</b> przepis dla miłośników kuchni śródziemnomorskiej. Udaj się do sklepu i kup czosnek w proszku, pieprz, ocet i kilka innych rzeczy, aby przygotować je już dziś. 1 osoba uznała ten przepis za smaczny i sati","[{""name"": ""mieszanka sosów sałatkowych"", ""unit"": ""g"", ""amount"": 19.845}, {""name"": ""oliwa z oliwek"", ""unit"": ""ml"", ""amount"": 162}, {""name"": ""ocet"", ""unit"": ""ml"", ""amount"": 63.75}, {""name"": ""ocet"", ""unit"": ""łyżki"", ""amount"": 2}, {""name"": ""woda"", ""unit"": ""łyżki"", ""amount"": 2}, {""name"": ""majonez"", ""unit"": ""łyżki"", ""amount"": 0.5}, {""name"": ""przyprawa"", ""unit"": ""łyżeczki"", ""amount"": 0.5}, {""name"": ""cukier"", ""unit"": ""łyżeczki"", ""amount"": 0.5}, {""name"": ""sól"", ""unit"": ""łyżeczki"", ""amount"": 0.25}, {""name"": ""pieprz"", ""unit"": ""łyżeczki"", ""amount"": 0.25}, {""name"": ""proszek czosnkowy"", ""unit"": ""łyżeczki"", ""amount"": 0.25}]",śródziemnomorski,True,"[""gluten free"",""side dish"",""dairy free"",""lacto ovo vegetarian""]",,,5,https://img.spoonacular.com/recipes/1095809-312x231.jpg,"['ocet', 'woda', 'oliwa z oliwek', 'proszek czosnkowy', 'majonez', 'przyprawa', 'sól', 'cukier', 'pieprz', 'mieszanka sosów sałatkowych']"
